id,title,poll_org,client_org,date_range,sample_size,url,source,nttId,classification,regionKey,municipality,electionType,electionTypes
15784,전국   정기(정례)조사 정당지지도,미디어토마토,시·도단위 신문 : 뉴스토마토,2026-03-23 15:25 ~ 2026-03-24 21:22,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17883&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=15,출처: 중앙선거여론조사심의위원회,17883,"{'region': {'level': 'national', 'metro': None, 'metroKey': None, 'municipality': None}, 'electionTypes': ['party_support'], 'hasPartySupport': True, 'isRegularSurvey': True}",,,party_support,['party_support']
15783,충청북도 충주시    기초단체장선거 정당지지도,(주)알앤써치,인터넷언론 : 충청도민일보,2026-03-14 16:00 ~ 2026-03-15 21:30,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17905&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=15,출처: 중앙선거여론조사심의위원회,17905,"{'region': {'level': 'municipality', 'metro': '충청북도', 'metroKey': 'chungbuk', 'municipality': '충주시'}, 'electionTypes': ['mayor'], 'hasPartySupport': True, 'isRegularSurvey': False}",chungbuk,충주시,mayor,['mayor']
15782,전라남도 목포시    기초단체장선거 정당지지도,모노커뮤니케이션즈(모노리서치),인터넷언론 : 목포뉴스,2026-03-23 14:10 ~ 2026-03-24 21:00,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17890&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=15,출처: 중앙선거여론조사심의위원회,17890,"{'region': {'level': 'municipality', 'metro': '전라남도', 'metroKey': 'jeonnamgwangju', 'municipality': '목포시'}, 'electionTypes': ['mayor'], 'hasPartySupport': True, 'isRegularSurvey': False}",jeonnamgwangju,목포시,mayor,['mayor']
15781,제주특별자치도 전체    광역단체장선거 교육감선거 정당지지도 기타 현안,(주)한국리서치,방송사 : KBS제주,2026-03-23 09:51 ~ 2026-03-24 17:11,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17901&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=15,출처: 중앙선거여론조사심의위원회,17901,"{'region': {'level': 'metro', 'metro': '제주특별자치도', 'metroKey': 'jeju', 'municipality': None}, 'electionTypes': ['governor', 'superintendent'], 'hasPartySupport': True, 'isRegularSurvey': False}",jeju,,governor,"['governor', 'superintendent']"
15780,제주특별자치도 전체    광역단체장선거 교육감선거 정당지지도 기타 현안,(주)한국리서치,방송사 : KBS제주,2026-03-23 09:51 ~ 2026-03-24 17:11,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17899&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=15,출처: 중앙선거여론조사심의위원회,17899,"{'region': {'level': 'metro', 'metro': '제주특별자치도', 'metroKey': 'jeju', 'municipality': None}, 'electionTypes': ['governor', 'superintendent'], 'hasPartySupport': True, 'isRegularSurvey': False}",jeju,,governor,"['governor', 'superintendent']"
15779,제주특별자치도 전체    광역단체장선거 교육감선거 정당지지도 기타 현안,(주)한국리서치,방송사 : KBS제주,2026-03-23 09:51 ~ 2026-03-24 17:11,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17896&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=15,출처: 중앙선거여론조사심의위원회,17896,"{'region': {'level': 'metro', 'metro': '제주특별자치도', 'metroKey': 'jeju', 'municipality': None}, 'electionTypes': ['governor', 'superintendent'], 'hasPartySupport': True, 'isRegularSurvey': False}",jeju,,governor,"['governor', 'superintendent']"
15778,부산광역시 전체    광역단체장선거 교육감선거 정당지지도,조원씨앤아이,인터넷언론 : 스트레이트뉴스,2026-03-23 11:37 ~ 2026-03-24 21:30,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17897&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=15,출처: 중앙선거여론조사심의위원회,17897,"{'region': {'level': 'metro', 'metro': '부산광역시', 'metroKey': 'busan', 'municipality': None}, 'electionTypes': ['governor', 'superintendent'], 'hasPartySupport': True, 'isRegularSurvey': False}",busan,,governor,"['governor', 'superintendent']"
15777,경기도 고양시    기초단체장선거 정당지지도,(주)디오피니언,시·도단위 신문 : 경인매일,2026-03-22 11:30 ~ 2026-03-23 11:43,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17891&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=15,출처: 중앙선거여론조사심의위원회,17891,"{'region': {'level': 'municipality', 'metro': '경기도', 'metroKey': 'gyeonggi', 'municipality': '고양시'}, 'electionTypes': ['mayor'], 'hasPartySupport': True, 'isRegularSurvey': False}",gyeonggi,고양시,mayor,['mayor']
15776,경기도 여주시    기초단체장선거 정당지지도,조원씨앤아이,시·도단위 신문 : 경기일보,2026-03-23 11:37 ~ 2026-03-24 20:30,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17895&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=15,출처: 중앙선거여론조사심의위원회,17895,"{'region': {'level': 'municipality', 'metro': '경기도', 'metroKey': 'gyeonggi', 'municipality': '여주시'}, 'electionTypes': ['mayor'], 'hasPartySupport': True, 'isRegularSurvey': False}",gyeonggi,여주시,mayor,['mayor']
15775,전국   대통령선거 정당지지도 국정현안 등,(주)코리아정보리서치,전국단위 신문 : 천지일보,2026-03-23 14:00 ~ 2026-03-24 21:00,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17894&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=15,출처: 중앙선거여론조사심의위원회,17894,"{'region': {'level': 'national', 'metro': None, 'metroKey': None, 'municipality': None}, 'electionTypes': ['party_support'], 'hasPartySupport': True, 'isRegularSurvey': False}",,,party_support,['party_support']
15774,광주광역시 북구    기초단체장선거 정당지지도,(주)코리아정보리서치,시·도단위 신문 : 광남일보,2026-03-20 11:00 ~ 2026-03-21 21:00,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17893&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=16,출처: 중앙선거여론조사심의위원회,17893,"{'region': {'level': 'metro', 'metro': '광주광역시', 'metroKey': 'jeonnamgwangju', 'municipality': None}, 'electionTypes': ['mayor'], 'hasPartySupport': True, 'isRegularSurvey': False}",jeonnamgwangju,,mayor,['mayor']
15773,대구광역시 전체    광역단체장선거 정당지지도,(주)에브리리서치,시·도단위 신문/인터넷언론 : 뉴스1 코리아 김대벽 대구경북취재본부장/(주)에브리뉴스,2026-03-23 10:34 ~ 2026-03-24 16:49,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17892&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=16,출처: 중앙선거여론조사심의위원회,17892,"{'region': {'level': 'metro', 'metro': '대구광역시', 'metroKey': 'daegu', 'municipality': None}, 'electionTypes': ['governor'], 'hasPartySupport': True, 'isRegularSurvey': False}",daegu,,governor,['governor']
15772,경기도 고양시    기초단체장선거 정당지지도,(주)시그널앤펄스,인터넷언론 : 더리포트,2026-03-23 16:50 ~ 2026-03-24 20:10,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17876&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=16,출처: 중앙선거여론조사심의위원회,17876,"{'region': {'level': 'municipality', 'metro': '경기도', 'metroKey': 'gyeonggi', 'municipality': '고양시'}, 'electionTypes': ['mayor'], 'hasPartySupport': True, 'isRegularSurvey': False}",gyeonggi,고양시,mayor,['mayor']
15771,경상북도 경주시    기초단체장선거 정당지지도,(주)에브리리서치,시·도단위 신문/인터넷언론 : 뉴스1 코리아 김대벽 대구경북취재본부장/(주)에브리뉴스,2026-03-23 10:53 ~ 2026-03-24 15:33,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17889&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=16,출처: 중앙선거여론조사심의위원회,17889,"{'region': {'level': 'municipality', 'metro': '경상북도', 'metroKey': 'gyeongbuk', 'municipality': '경주시'}, 'electionTypes': ['mayor'], 'hasPartySupport': True, 'isRegularSurvey': False}",gyeongbuk,경주시,mayor,['mayor']
15770,전국   정기(정례)조사 정당지지도,케이에스오아이 주식회사(한국사회여론연구소),조사기관 자체 : 케이에스오아이 주식회사(한국사회여론연구소),2026-03-23 11:00 ~ 2026-03-24 22:00,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17888&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=16,출처: 중앙선거여론조사심의위원회,17888,"{'region': {'level': 'national', 'metro': None, 'metroKey': None, 'municipality': None}, 'electionTypes': ['party_support'], 'hasPartySupport': True, 'isRegularSurvey': True}",,,party_support,['party_support']
15769,경상북도 안동시    기초단체장선거 정당지지도,(주)이너텍시스템즈,인터넷언론 : UGN경북뉴스,2026-03-22 10:00 ~ 2026-03-22 14:30,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17887&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=16,출처: 중앙선거여론조사심의위원회,17887,"{'region': {'level': 'municipality', 'metro': '경상북도', 'metroKey': 'gyeongbuk', 'municipality': '안동시'}, 'electionTypes': ['mayor'], 'hasPartySupport': True, 'isRegularSurvey': False}",gyeongbuk,안동시,mayor,['mayor']
15768,경상남도 양산시    광역단체장선거 기초단체장선거 정당지지도,케이에스오아이 주식회사(한국사회여론연구소),방송사 : 경남CBS,2026-03-23 14:50 ~ 2026-03-24 20:30,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17881&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=16,출처: 중앙선거여론조사심의위원회,17881,"{'region': {'level': 'municipality', 'metro': '경상남도', 'metroKey': 'gyeongnam', 'municipality': '양산시'}, 'electionTypes': ['governor', 'mayor'], 'hasPartySupport': True, 'isRegularSurvey': False}",gyeongnam,양산시,governor,"['governor', 'mayor']"
15767,전라남도 순천시    기초단체장선거 정당지지도,한국갤럽조사연구소,방송사 : KBS광주방송총국,2026-03-23 10:10 ~ 2026-03-24 17:05,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17880&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=16,출처: 중앙선거여론조사심의위원회,17880,"{'region': {'level': 'municipality', 'metro': '전라남도', 'metroKey': 'jeonnamgwangju', 'municipality': '순천시'}, 'electionTypes': ['mayor'], 'hasPartySupport': True, 'isRegularSurvey': False}",jeonnamgwangju,순천시,mayor,['mayor']
15766,전라남도 여수시    기초단체장선거 정당지지도,한국갤럽조사연구소,방송사 : KBS광주방송총국,2026-03-23 10:10 ~ 2026-03-24 14:20,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17879&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=16,출처: 중앙선거여론조사심의위원회,17879,"{'region': {'level': 'municipality', 'metro': '전라남도', 'metroKey': 'jeonnamgwangju', 'municipality': '여수시'}, 'electionTypes': ['mayor'], 'hasPartySupport': True, 'isRegularSurvey': False}",jeonnamgwangju,여수시,mayor,['mayor']
15765,전라남도 목포시    기초단체장선거 정당지지도,한국갤럽조사연구소,방송사 : KBS광주방송총국,2026-03-23 15:00 ~ 2026-03-24 18:00,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17878&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=16,출처: 중앙선거여론조사심의위원회,17878,"{'region': {'level': 'municipality', 'metro': '전라남도', 'metroKey': 'jeonnamgwangju', 'municipality': '목포시'}, 'electionTypes': ['mayor'], 'hasPartySupport': True, 'isRegularSurvey': False}",jeonnamgwangju,목포시,mayor,['mayor']
15764,광주광역시 북구    기초단체장선거 정당지지도,한국갤럽조사연구소,방송사 : KBS광주방송총국,2026-03-23 14:00 ~ 2026-03-24 18:00,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17877&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=17,출처: 중앙선거여론조사심의위원회,17877,"{'region': {'level': 'metro', 'metro': '광주광역시', 'metroKey': 'jeonnamgwangju', 'municipality': None}, 'electionTypes': ['mayor'], 'hasPartySupport': True, 'isRegularSurvey': False}",jeonnamgwangju,,mayor,['mayor']
15763,대구광역시 전체    정당지지도 광역단체장선거,(주)리얼미터,시·도단위 신문 : 영남일보,2026-03-22 14:40 ~ 2026-03-23 21:40,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17868&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=17,출처: 중앙선거여론조사심의위원회,17868,"{'region': {'level': 'metro', 'metro': '대구광역시', 'metroKey': 'daegu', 'municipality': None}, 'electionTypes': ['governor'], 'hasPartySupport': True, 'isRegularSurvey': False}",daegu,,governor,['governor']
15762,경기도 의정부시    정당지지도 기초단체장선거,(주)이너텍시스템즈,인터넷언론 : 아주뉴스코퍼레이션,2026-02-24 10:00 ~ 2026-02-25 21:30,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17867&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=17,출처: 중앙선거여론조사심의위원회,17867,"{'region': {'level': 'municipality', 'metro': '경기도', 'metroKey': 'gyeonggi', 'municipality': '의정부시'}, 'electionTypes': ['mayor'], 'hasPartySupport': True, 'isRegularSurvey': False}",gyeonggi,의정부시,mayor,['mayor']
15761,경상남도 양산시    정당지지도 기초단체장선거,(주)이너텍시스템즈,인터넷언론 : 부산언론인연합회,2026-03-22 10:00 ~ 2026-03-22 11:00,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17865&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=17,출처: 중앙선거여론조사심의위원회,17865,"{'region': {'level': 'municipality', 'metro': '경상남도', 'metroKey': 'gyeongnam', 'municipality': '양산시'}, 'electionTypes': ['mayor'], 'hasPartySupport': True, 'isRegularSurvey': False}",gyeongnam,양산시,mayor,['mayor']
15760,부산광역시 기장군    정당지지도 기초단체장선거,(주)이너텍시스템즈,인터넷언론 : 부산언론인연합회,2026-03-22 10:00 ~ 2026-03-23 21:30,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17864&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=17,출처: 중앙선거여론조사심의위원회,17864,"{'region': {'level': 'municipality', 'metro': '부산광역시', 'metroKey': 'busan', 'municipality': '기장군'}, 'electionTypes': ['mayor'], 'hasPartySupport': True, 'isRegularSurvey': False}",busan,기장군,mayor,['mayor']
15759,경상북도 전체    정당지지도 광역단체장선거,(주)리얼미터,시·도단위 신문 : 영남일보,2026-03-22 14:00 ~ 2026-03-23 21:40,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17863&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=17,출처: 중앙선거여론조사심의위원회,17863,"{'region': {'level': 'metro', 'metro': '경상북도', 'metroKey': 'gyeongbuk', 'municipality': None}, 'electionTypes': ['governor'], 'hasPartySupport': True, 'isRegularSurvey': False}",gyeongbuk,,governor,['governor']
15758,전국 전체 정기(정례)조사광역단체장선거,조원씨앤아이,인터넷언론 : 스트레이트뉴스,2026-03-21 11:30 ~ 2026-03-22 21:03,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17862&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=17,출처: 중앙선거여론조사심의위원회,17862,"{'region': {'level': 'national', 'metro': None, 'metroKey': None, 'municipality': None}, 'electionTypes': ['governor'], 'hasPartySupport': False, 'isRegularSurvey': True}",,,governor,['governor']
15757,경기도 전체    정당지지도 광역단체장선거 정치사회현안,(주)엠브레인퍼블릭,시·도단위 신문 : 중부일보,2026-03-23 13:00,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17858&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=17,출처: 중앙선거여론조사심의위원회,17858,"{'region': {'level': 'metro', 'metro': '경기도', 'metroKey': 'gyeonggi', 'municipality': None}, 'electionTypes': ['governor'], 'hasPartySupport': True, 'isRegularSurvey': False}",gyeonggi,,governor,['governor']
15756,전라남도 목포시    기초단체장선거 정당지지도,(주)코리아정보리서치,인터넷언론 : 뉴스창,2026-03-22 13:00 ~ 2026-03-23 19:00,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17861&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=17,출처: 중앙선거여론조사심의위원회,17861,"{'region': {'level': 'municipality', 'metro': '전라남도', 'metroKey': 'jeonnamgwangju', 'municipality': '목포시'}, 'electionTypes': ['mayor'], 'hasPartySupport': True, 'isRegularSurvey': False}",jeonnamgwangju,목포시,mayor,['mayor']
15755,경기도 안산시    기초단체장선거 정당지지도 제9회 전국동시지방선거 경기도 안산시장 적합도 및 정당지지도 여론조사,주)메타서치,구·시·군단위 신문 : (주)투데이안산,2026-03-22 10:00 ~ 2026-03-23 20:57,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17852&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=17,출처: 중앙선거여론조사심의위원회,17852,"{'region': {'level': 'national', 'metro': None, 'metroKey': None, 'municipality': None}, 'electionTypes': ['mayor'], 'hasPartySupport': True, 'isRegularSurvey': False}",,,mayor,['mayor']
15754,전국   정당지지도 광역단체장선거 교육감선거,(주)리얼미터,시·도단위 신문/방송사 : 남도일보/광주CBS,2026-03-22 12:35 ~ 2026-03-23 19:55,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17860&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=18,출처: 중앙선거여론조사심의위원회,17860,"{'region': {'level': 'national', 'metro': None, 'metroKey': None, 'municipality': None}, 'electionTypes': ['governor', 'superintendent'], 'hasPartySupport': True, 'isRegularSurvey': False}",,,governor,"['governor', 'superintendent']"
15753,경상남도 양산시    기초단체장선거 광역단체장선거,KOPRA,시·도단위 신문 : 양산신문,2026-03-21 16:05 ~ 2026-03-22 21:40,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17859&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=18,출처: 중앙선거여론조사심의위원회,17859,"{'region': {'level': 'municipality', 'metro': '경상남도', 'metroKey': 'gyeongnam', 'municipality': '양산시'}, 'electionTypes': ['governor', 'mayor'], 'hasPartySupport': False, 'isRegularSurvey': False}",gyeongnam,양산시,governor,"['governor', 'mayor']"
15751,전라남도 전체    광역단체장선거 정당지지도,한국갤럽조사연구소,방송사 : KBS광주방송총국,2026-03-22 10:00 ~ 2026-03-23 18:00,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17856&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=18,출처: 중앙선거여론조사심의위원회,17856,"{'region': {'level': 'metro', 'metro': '전라남도', 'metroKey': 'jeonnamgwangju', 'municipality': None}, 'electionTypes': ['governor'], 'hasPartySupport': True, 'isRegularSurvey': False}",jeonnamgwangju,,governor,['governor']
15750,광주광역시 전체    광역단체장선거 정당지지도,한국갤럽조사연구소,방송사 : KBS광주방송총국,2026-03-22 10:00 ~ 2026-03-23 18:05,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17855&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=18,출처: 중앙선거여론조사심의위원회,17855,"{'region': {'level': 'metro', 'metro': '광주광역시', 'metroKey': 'jeonnamgwangju', 'municipality': None}, 'electionTypes': ['governor'], 'hasPartySupport': True, 'isRegularSurvey': False}",jeonnamgwangju,,governor,['governor']
15749,전라남도 전체    광역단체장선거 교육감선거 정당지지도,한국갤럽조사연구소,방송사 : KBS광주방송총국,2026-03-22 10:00 ~ 2026-03-23 18:00,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17854&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=18,출처: 중앙선거여론조사심의위원회,17854,"{'region': {'level': 'metro', 'metro': '전라남도', 'metroKey': 'jeonnamgwangju', 'municipality': None}, 'electionTypes': ['governor', 'superintendent'], 'hasPartySupport': True, 'isRegularSurvey': False}",jeonnamgwangju,,governor,"['governor', 'superintendent']"
15748,광주광역시 전체    광역단체장선거 교육감선거 정당지지도,한국갤럽조사연구소,방송사 : KBS광주방송총국,2026-03-22 10:00 ~ 2026-03-23 18:05,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17853&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=18,출처: 중앙선거여론조사심의위원회,17853,"{'region': {'level': 'metro', 'metro': '광주광역시', 'metroKey': 'jeonnamgwangju', 'municipality': None}, 'electionTypes': ['governor', 'superintendent'], 'hasPartySupport': True, 'isRegularSurvey': False}",jeonnamgwangju,,governor,"['governor', 'superintendent']"
15747,전라남도 전체    광역단체장선거 교육감선거 정당지지도,한국갤럽조사연구소,방송사 : KBS광주방송총국,2026-03-22 10:00 ~ 2026-03-23 18:00,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17850&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=18,출처: 중앙선거여론조사심의위원회,17850,"{'region': {'level': 'metro', 'metro': '전라남도', 'metroKey': 'jeonnamgwangju', 'municipality': None}, 'electionTypes': ['governor', 'superintendent'], 'hasPartySupport': True, 'isRegularSurvey': False}",jeonnamgwangju,,governor,"['governor', 'superintendent']"
15746,광주광역시 전체 광역단체장선거교육감선거정당지지도,한국갤럽조사연구소,방송사 : KBS광주방송총국,2026-03-22 10:00 ~ 2026-03-23 18:05,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17848&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=18,출처: 중앙선거여론조사심의위원회,17848,"{'region': {'level': 'metro', 'metro': '광주광역시', 'metroKey': 'jeonnamgwangju', 'municipality': None}, 'electionTypes': ['governor', 'superintendent'], 'hasPartySupport': True, 'isRegularSurvey': False}",jeonnamgwangju,,governor,"['governor', 'superintendent']"
15745,"전북특별자치도 익산시 광역단체장선거교육감선거기초단체장선거 정당지지도, 정치 현안 등",(주)한국리서치,방송사 : KBS전주,2026-03-20 10:35 ~ 2026-03-21 15:45,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17851&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=18,출처: 중앙선거여론조사심의위원회,17851,"{'region': {'level': 'municipality', 'metro': '전북특별자치도', 'metroKey': 'jeonbuk', 'municipality': '익산시'}, 'electionTypes': ['governor', 'mayor', 'superintendent'], 'hasPartySupport': True, 'isRegularSurvey': False}",jeonbuk,익산시,governor,"['governor', 'mayor', 'superintendent']"
15744,경상남도 하동군  라선거구  기초단체장선거 광역의원선거 기초의원선거 경상남도 하동군 라선거구 기초단체장선거 광역의원선거 기초의원선거 정당지지도,(주)리얼미터,구·시·군단위 신문 : 하동저널,2026-03-21 13:00 ~ 2026-03-22 21:35,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17842&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=18,출처: 중앙선거여론조사심의위원회,17842,"{'region': {'level': 'municipality', 'metro': '경상남도', 'metroKey': 'gyeongnam', 'municipality': '하동군'}, 'electionTypes': ['mayor', 'council', 'localCouncil'], 'hasPartySupport': True, 'isRegularSurvey': False}",gyeongnam,하동군,mayor,"['mayor', 'council', 'localCouncil']"
15743,경상남도 하동군  다선거구  기초단체장선거 광역의원선거 경상남도 하동군 다선거구 기초단체장선거 광역의원선거 정당지지도,(주)리얼미터,구·시·군단위 신문 : 하동저널,2026-03-21 13:00 ~ 2026-03-22 20:10,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17839&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=19,출처: 중앙선거여론조사심의위원회,17839,"{'region': {'level': 'municipality', 'metro': '경상남도', 'metroKey': 'gyeongnam', 'municipality': '하동군'}, 'electionTypes': ['mayor', 'council'], 'hasPartySupport': True, 'isRegularSurvey': False}",gyeongnam,하동군,mayor,"['mayor', 'council']"
15742,경상남도 하동군  나선거구  기초단체장선거 광역의원선거 경상남도 하동군 나선거구 기초단체장선거 광역의원선거 정당지지도,(주)리얼미터,구·시·군단위 신문 : 하동저널,2026-03-21 13:00 ~ 2026-03-22 17:20,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17836&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=19,출처: 중앙선거여론조사심의위원회,17836,"{'region': {'level': 'municipality', 'metro': '경상남도', 'metroKey': 'gyeongnam', 'municipality': '하동군'}, 'electionTypes': ['mayor', 'council'], 'hasPartySupport': True, 'isRegularSurvey': False}",gyeongnam,하동군,mayor,"['mayor', 'council']"
