id,title,poll_org,client_org,date_range,sample_size,url,source,nttId,classification,regionKey,municipality,electionType,electionTypes
15938,경기도 전체    정당지지도 광역단체장선거 교육감선거,조원씨앤아이,인터넷언론 : 프레시안,2026-04-02 14:00 ~ 2026-04-03 20:30,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18065&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,출처: 중앙선거여론조사심의위원회,18065,"{'region': {'level': 'metro', 'metro': '경기도', 'metroKey': 'gyeonggi', 'municipality': None}, 'electionTypes': ['governor', 'superintendent'], 'hasPartySupport': True, 'isRegularSurvey': False}",gyeonggi,,governor,"['governor', 'superintendent']"
15937,서울특별시 금천구    기초단체장선거 정당지지도,한길리서치,인터넷언론 : 금천저널24,2026-04-01 17:00 ~ 2026-04-02 21:30,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18064&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,출처: 중앙선거여론조사심의위원회,18064,"{'region': {'level': 'municipality', 'metro': '서울특별시', 'metroKey': 'seoul', 'municipality': '금천구'}, 'electionTypes': ['mayor'], 'hasPartySupport': True, 'isRegularSurvey': False}",seoul,금천구,mayor,['mayor']
15936,경기도 전체    광역단체장선거 정당지지도 교육감선거,넥스트리서치,방송사 : CBS,2026-04-02 10:00 ~ 2026-04-03 21:00,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18062&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,출처: 중앙선거여론조사심의위원회,18062,"{'region': {'level': 'metro', 'metro': '경기도', 'metroKey': 'gyeonggi', 'municipality': None}, 'electionTypes': ['governor', 'superintendent'], 'hasPartySupport': True, 'isRegularSurvey': False}",gyeonggi,,governor,"['governor', 'superintendent']"
15935,경기도 안산시    국회의원선거 정당지지도,(주)코리아정보리서치,인터넷언론 : 데일리안경인 데일리안TV,2026-04-02 14:00 ~ 2026-04-03 21:00,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18063&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,출처: 중앙선거여론조사심의위원회,18063,"{'region': {'level': 'municipality', 'metro': '경기도', 'metroKey': 'gyeonggi', 'municipality': '안산시'}, 'electionTypes': ['party_support'], 'hasPartySupport': True, 'isRegularSurvey': False}",gyeonggi,안산시,party_support,['party_support']
15932,경기도 하남시    기초단체장선거 정당지지도,(주)시그널앤펄스,구·시·군단위 신문 : 투데이광주하남,2026-04-02 17:00 ~ 2026-04-03 20:25,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18058&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,출처: 중앙선거여론조사심의위원회,18058,"{'region': {'level': 'municipality', 'metro': '경기도', 'metroKey': 'gyeonggi', 'municipality': '하남시'}, 'electionTypes': ['mayor'], 'hasPartySupport': True, 'isRegularSurvey': False}",gyeonggi,하남시,mayor,['mayor']
15930,부산광역시 전체    광역단체장선거 정당지지도,(주)이너텍시스템즈,인터넷언론 : 아이뉴스이십사,2026-04-02 10:00 ~ 2026-04-03 21:30,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18057&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,출처: 중앙선거여론조사심의위원회,18057,"{'region': {'level': 'metro', 'metro': '부산광역시', 'metroKey': 'busan', 'municipality': None}, 'electionTypes': ['governor'], 'hasPartySupport': True, 'isRegularSurvey': False}",busan,,governor,['governor']
15928,대구광역시 수성구    기초단체장선거 정당지지도,(주)비전코리아,방송사 : TBC,2026-04-01 18:11,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18055&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,출처: 중앙선거여론조사심의위원회,18055,"{'region': {'level': 'municipality', 'metro': '대구광역시', 'metroKey': 'daegu', 'municipality': '수성구'}, 'electionTypes': ['mayor'], 'hasPartySupport': True, 'isRegularSurvey': False}",daegu,수성구,mayor,['mayor']
15927,경상북도 영천시    기초단체장선거 정당지지도,여론조사공정(주),인터넷언론 : 미디어디펜스,2026-04-02 12:00,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18054&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,출처: 중앙선거여론조사심의위원회,18054,"{'region': {'level': 'municipality', 'metro': '경상북도', 'metroKey': 'gyeongbuk', 'municipality': '영천시'}, 'electionTypes': ['mayor'], 'hasPartySupport': True, 'isRegularSurvey': False}",gyeongbuk,영천시,mayor,['mayor']
15926,대전광역시 중구    기초단체장선거 정당지지도,(주)데일리리서치,인터넷언론 : 뉴스티앤티,2026-03-27 11:00 ~ 2026-03-28 21:00,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17977&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,출처: 중앙선거여론조사심의위원회,17977,"{'region': {'level': 'metro', 'metro': '대전광역시', 'metroKey': 'daejeon', 'municipality': None}, 'electionTypes': ['mayor'], 'hasPartySupport': True, 'isRegularSurvey': False}",daejeon,,mayor,['mayor']
15925,대구광역시 북구    기초단체장선거 정당지지도,(주)비전코리아,방송사 : TBC,2026-04-01 18:22 ~ 2026-04-02 21:53,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18053&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,출처: 중앙선거여론조사심의위원회,18053,"{'region': {'level': 'metro', 'metro': '대구광역시', 'metroKey': 'daegu', 'municipality': None}, 'electionTypes': ['mayor'], 'hasPartySupport': True, 'isRegularSurvey': False}",daegu,,mayor,['mayor']
15924,전국   정기(정례)조사 정당지지도 광역단체장선거,한국갤럽조사연구소,조사기관 자체 : 한국갤럽 자체 조사,2026-03-31 10:00 ~ 2026-04-01 18:00,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18052&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,출처: 중앙선거여론조사심의위원회,18052,"{'region': {'level': 'national', 'metro': None, 'metroKey': None, 'municipality': None}, 'electionTypes': ['governor'], 'hasPartySupport': True, 'isRegularSurvey': True}",,,governor,['governor']
15923,서울특별시 전체    광역단체장선거 교육감선거 정당지지도,윈지코리아컨설팅,조사기관 자체 : 윈지코리아컨설팅,2026-03-31 12:00 ~ 2026-04-01 22:00,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18051&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,출처: 중앙선거여론조사심의위원회,18051,"{'region': {'level': 'metro', 'metro': '서울특별시', 'metroKey': 'seoul', 'municipality': None}, 'electionTypes': ['governor', 'superintendent'], 'hasPartySupport': True, 'isRegularSurvey': False}",seoul,,governor,"['governor', 'superintendent']"
15922,서울특별시 전체    광역단체장선거 정당지지도,(주)여론조사꽃,조사기관 자체 : (주)여론조사꽃,2026-03-30 13:20 ~ 2026-03-31 21:00,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18050&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,출처: 중앙선거여론조사심의위원회,18050,"{'region': {'level': 'metro', 'metro': '서울특별시', 'metroKey': 'seoul', 'municipality': None}, 'electionTypes': ['governor'], 'hasPartySupport': True, 'isRegularSurvey': False}",seoul,,governor,['governor']
15921,경상북도 안동시    기초단체장선거 정당지지도,(주)비전코리아,방송사 : TBC,2026-03-31 09:58 ~ 2026-04-01 21:15,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18049&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,출처: 중앙선거여론조사심의위원회,18049,"{'region': {'level': 'municipality', 'metro': '경상북도', 'metroKey': 'gyeongbuk', 'municipality': '안동시'}, 'electionTypes': ['mayor'], 'hasPartySupport': True, 'isRegularSurvey': False}",gyeongbuk,안동시,mayor,['mayor']
15920,전북특별자치도 군산시  군산시김제시부안군갑 선거구  국회의원선거 정당지지도 지역 현안 조사,(주)코리아리서치인터내셔널,방송사/시·도단위 신문/전국단위 신문 : 전주MBC/전북도민일보/(주)프레시안 전북취재본부,2026-03-27 15:20 ~ 2026-03-28 21:04,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18047&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,출처: 중앙선거여론조사심의위원회,18047,"{'region': {'level': 'municipality', 'metro': '전북특별자치도', 'metroKey': 'jeonbuk', 'municipality': '군산시'}, 'electionTypes': ['party_support'], 'hasPartySupport': True, 'isRegularSurvey': False}",jeonbuk,군산시,party_support,['party_support']
15919,서울특별시 동작구    기초단체장선거 정당지지도,윈지코리아컨설팅,조사기관 자체 : 윈지코리아컨설팅,2026-03-31 10:00 ~ 2026-04-01 22:00,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18046&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,출처: 중앙선거여론조사심의위원회,18046,"{'region': {'level': 'municipality', 'metro': '서울특별시', 'metroKey': 'seoul', 'municipality': '동작구'}, 'electionTypes': ['mayor'], 'hasPartySupport': True, 'isRegularSurvey': False}",seoul,동작구,mayor,['mayor']
15917,전국   정기(정례)조사 정당지지도,(주)리서치뷰,조사기관 자체 : 리서치뷰,2026-03-30 10:00 ~ 2026-03-31 21:00,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18044&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,출처: 중앙선거여론조사심의위원회,18044,"{'region': {'level': 'national', 'metro': None, 'metroKey': None, 'municipality': None}, 'electionTypes': ['party_support'], 'hasPartySupport': True, 'isRegularSurvey': True}",,,party_support,['party_support']
15916,전라남도 광양시    기초단체장선거 광역단체장선거 교육감선거,한길리서치,방송사 : 전남CBS,2026-03-31 18:00 ~ 2026-04-01 20:30,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18042&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,출처: 중앙선거여론조사심의위원회,18042,"{'region': {'level': 'municipality', 'metro': '전라남도', 'metroKey': 'jeonnamgwangju', 'municipality': '광양시'}, 'electionTypes': ['governor', 'mayor', 'superintendent'], 'hasPartySupport': False, 'isRegularSurvey': False}",jeonnamgwangju,광양시,governor,"['governor', 'mayor', 'superintendent']"
15915,전라남도 순천시    기초단체장선거 광역단체장선거 교육감선거,한길리서치,방송사 : 전남CBS,2026-03-31 18:00 ~ 2026-04-01 20:30,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18041&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,출처: 중앙선거여론조사심의위원회,18041,"{'region': {'level': 'municipality', 'metro': '전라남도', 'metroKey': 'jeonnamgwangju', 'municipality': '순천시'}, 'electionTypes': ['governor', 'mayor', 'superintendent'], 'hasPartySupport': False, 'isRegularSurvey': False}",jeonnamgwangju,순천시,governor,"['governor', 'mayor', 'superintendent']"
15914,전라남도 여수시    기초단체장선거 광역단체장선거 교육감선거 정당지지도,한길리서치,방송사 : 전남CBS,2026-03-31 18:00 ~ 2026-04-01 20:30,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18040&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,출처: 중앙선거여론조사심의위원회,18040,"{'region': {'level': 'municipality', 'metro': '전라남도', 'metroKey': 'jeonnamgwangju', 'municipality': '여수시'}, 'electionTypes': ['governor', 'mayor', 'superintendent'], 'hasPartySupport': True, 'isRegularSurvey': False}",jeonnamgwangju,여수시,governor,"['governor', 'mayor', 'superintendent']"
15913,경기도 전체 정당지지도광역단체장선거,한길리서치,시·도단위 신문 : 인천일보,2026-03-30 19:30 ~ 2026-03-31 21:00,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18039&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=3,출처: 중앙선거여론조사심의위원회,18039,"{'region': {'level': 'metro', 'metro': '경기도', 'metroKey': 'gyeonggi', 'municipality': None}, 'electionTypes': ['governor'], 'hasPartySupport': True, 'isRegularSurvey': False}",gyeonggi,,governor,['governor']
15906,"전북특별자치도 부안군    광역단체장선거 기초단체장선거 교육감선거 정당지지도, 지역 현안 조사",(주)코리아리서치인터내셔널,방송사/시·도단위 신문/전국단위 신문 : 전주MBC/전북도민일보/(주)프레시안 전북취재본부,2026-03-27 10:19 ~ 2026-03-28 18:21,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18032&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=3,출처: 중앙선거여론조사심의위원회,18032,"{'region': {'level': 'municipality', 'metro': '전북특별자치도', 'metroKey': 'jeonbuk', 'municipality': '부안군'}, 'electionTypes': ['governor', 'mayor', 'superintendent'], 'hasPartySupport': True, 'isRegularSurvey': False}",jeonbuk,부안군,governor,"['governor', 'mayor', 'superintendent']"
15905,"전북특별자치도 고창군    광역단체장선거 기초단체장선거 교육감선거 정당지지도, 지역 현안 조사",(주)코리아리서치인터내셔널,방송사/시·도단위 신문/전국단위 신문 : 전주MBC/전북도민일보/(주)프레시안 전북취재본부,2026-03-27 10:19 ~ 2026-03-28 17:51,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18031&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=3,출처: 중앙선거여론조사심의위원회,18031,"{'region': {'level': 'municipality', 'metro': '전북특별자치도', 'metroKey': 'jeonbuk', 'municipality': '고창군'}, 'electionTypes': ['governor', 'mayor', 'superintendent'], 'hasPartySupport': True, 'isRegularSurvey': False}",jeonbuk,고창군,governor,"['governor', 'mayor', 'superintendent']"
15904,"전북특별자치도 김제시    광역단체장선거 기초단체장선거 교육감선거 정당지지도, 지역 현안 조사",(주)코리아리서치인터내셔널,방송사/시·도단위 신문/전국단위 신문 : 전주MBC/전북도민일보/(주)프레시안 전북취재본부,2026-03-27 10:00 ~ 2026-03-28 21:05,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18030&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=3,출처: 중앙선거여론조사심의위원회,18030,"{'region': {'level': 'municipality', 'metro': '전북특별자치도', 'metroKey': 'jeonbuk', 'municipality': '김제시'}, 'electionTypes': ['governor', 'mayor', 'superintendent'], 'hasPartySupport': True, 'isRegularSurvey': False}",jeonbuk,김제시,governor,"['governor', 'mayor', 'superintendent']"
15903,"전북특별자치도 정읍시    광역단체장선거 기초단체장선거 교육감선거 정당지지도, 지역 현안 조사",(주)코리아리서치인터내셔널,방송사/시·도단위 신문/전국단위 신문 : 전주MBC/전북도민일보/(주)프레시안 전북취재본부,2026-03-27 10:00 ~ 2026-03-28 21:05,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18029&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=3,출처: 중앙선거여론조사심의위원회,18029,"{'region': {'level': 'municipality', 'metro': '전북특별자치도', 'metroKey': 'jeonbuk', 'municipality': '정읍시'}, 'electionTypes': ['governor', 'mayor', 'superintendent'], 'hasPartySupport': True, 'isRegularSurvey': False}",jeonbuk,정읍시,governor,"['governor', 'mayor', 'superintendent']"
15902,"전북특별자치도 무주군    광역단체장선거 기초단체장선거 교육감선거 정당지지도, 지역 현안 조사",(주)코리아리서치인터내셔널,방송사/시·도단위 신문/전국단위 신문 : 전주MBC/전북도민일보/(주)프레시안 전북취재본부,2026-03-28 10:29 ~ 2026-03-29 21:04,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18028&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=3,출처: 중앙선거여론조사심의위원회,18028,"{'region': {'level': 'municipality', 'metro': '전북특별자치도', 'metroKey': 'jeonbuk', 'municipality': '무주군'}, 'electionTypes': ['governor', 'mayor', 'superintendent'], 'hasPartySupport': True, 'isRegularSurvey': False}",jeonbuk,무주군,governor,"['governor', 'mayor', 'superintendent']"
15901,"전북특별자치도 진안군    광역단체장선거 기초단체장선거 교육감선거 정당지지도, 지역 현안 조사",(주)코리아리서치인터내셔널,방송사/시·도단위 신문/전국단위 신문 : 전주MBC/전북도민일보/(주)프레시안 전북취재본부,2026-03-28 10:27 ~ 2026-03-29 21:02,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18027&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=3,출처: 중앙선거여론조사심의위원회,18027,"{'region': {'level': 'municipality', 'metro': '전북특별자치도', 'metroKey': 'jeonbuk', 'municipality': '진안군'}, 'electionTypes': ['governor', 'mayor', 'superintendent'], 'hasPartySupport': True, 'isRegularSurvey': False}",jeonbuk,진안군,governor,"['governor', 'mayor', 'superintendent']"
15900,"전북특별자치도 장수군    광역단체장선거 기초단체장선거 교육감선거 정당지지도, 지역 현안 조사",(주)코리아리서치인터내셔널,방송사/시·도단위 신문/전국단위 신문 : 전주MBC/전북도민일보/(주)프레시안 전북취재본부,2026-03-28 10:29 ~ 2026-03-29 21:03,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18026&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=3,출처: 중앙선거여론조사심의위원회,18026,"{'region': {'level': 'municipality', 'metro': '전북특별자치도', 'metroKey': 'jeonbuk', 'municipality': '장수군'}, 'electionTypes': ['governor', 'mayor', 'superintendent'], 'hasPartySupport': True, 'isRegularSurvey': False}",jeonbuk,장수군,governor,"['governor', 'mayor', 'superintendent']"
15899,"전북특별자치도 남원시    광역단체장선거 기초단체장선거 교육감선거 정당지지도, 지역 현안 조사",(주)코리아리서치인터내셔널,방송사/시·도단위 신문/전국단위 신문 : 전주MBC/전북도민일보/(주)프레시안 전북취재본부,2026-03-28 13:04 ~ 2026-03-29 21:04,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18025&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=3,출처: 중앙선거여론조사심의위원회,18025,"{'region': {'level': 'municipality', 'metro': '전북특별자치도', 'metroKey': 'jeonbuk', 'municipality': '남원시'}, 'electionTypes': ['governor', 'mayor', 'superintendent'], 'hasPartySupport': True, 'isRegularSurvey': False}",jeonbuk,남원시,governor,"['governor', 'mayor', 'superintendent']"
15898,"전북특별자치도 순창군    광역단체장선거 기초단체장선거 교육감선거 정당지지도, 지역 현안 조사",(주)코리아리서치인터내셔널,방송사/시·도단위 신문/전국단위 신문 : 전주MBC/전북도민일보/(주)프레시안 전북취재본부,2026-03-27 15:20 ~ 2026-03-28 21:01,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18024&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=3,출처: 중앙선거여론조사심의위원회,18024,"{'region': {'level': 'municipality', 'metro': '전북특별자치도', 'metroKey': 'jeonbuk', 'municipality': '순창군'}, 'electionTypes': ['governor', 'mayor', 'superintendent'], 'hasPartySupport': True, 'isRegularSurvey': False}",jeonbuk,순창군,governor,"['governor', 'mayor', 'superintendent']"
15897,"전북특별자치도 임실군    광역단체장선거 기초단체장선거 교육감선거 정당지지도, 지역 현안 조사",(주)코리아리서치인터내셔널,방송사/시·도단위 신문/전국단위 신문 : 전주MBC/전북도민일보/(주)프레시안 전북취재본부,2026-03-28 13:05 ~ 2026-03-29 21:06,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18023&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=4,출처: 중앙선거여론조사심의위원회,18023,"{'region': {'level': 'municipality', 'metro': '전북특별자치도', 'metroKey': 'jeonbuk', 'municipality': '임실군'}, 'electionTypes': ['governor', 'mayor', 'superintendent'], 'hasPartySupport': True, 'isRegularSurvey': False}",jeonbuk,임실군,governor,"['governor', 'mayor', 'superintendent']"
15896,"전북특별자치도 익산시    광역단체장선거 기초단체장선거 교육감선거 정당지지도, 지역 현안 조사",(주)코리아리서치인터내셔널,방송사/시·도단위 신문/전국단위 신문 : 전주MBC/전북도민일보/(주)프레시안 전북취재본부,2026-03-26 10:00 ~ 2026-03-27 20:10,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18022&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=4,출처: 중앙선거여론조사심의위원회,18022,"{'region': {'level': 'municipality', 'metro': '전북특별자치도', 'metroKey': 'jeonbuk', 'municipality': '익산시'}, 'electionTypes': ['governor', 'mayor', 'superintendent'], 'hasPartySupport': True, 'isRegularSurvey': False}",jeonbuk,익산시,governor,"['governor', 'mayor', 'superintendent']"
15895,"전북특별자치도 군산시    광역단체장선거 기초단체장선거 교육감선거 정당지지도, 지역 현안 조사",(주)코리아리서치인터내셔널,방송사/시·도단위 신문/전국단위 신문 : 전주MBC/전북도민일보/(주)프레시안 전북취재본부,2026-03-26 10:00 ~ 2026-03-27 20:10,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18021&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=4,출처: 중앙선거여론조사심의위원회,18021,"{'region': {'level': 'municipality', 'metro': '전북특별자치도', 'metroKey': 'jeonbuk', 'municipality': '군산시'}, 'electionTypes': ['governor', 'mayor', 'superintendent'], 'hasPartySupport': True, 'isRegularSurvey': False}",jeonbuk,군산시,governor,"['governor', 'mayor', 'superintendent']"
15894,"전북특별자치도 완주군    광역단체장선거 기초단체장선거 교육감선거 정당지지도, 지역 현안 조사",(주)코리아리서치인터내셔널,방송사/시·도단위 신문/전국단위 신문 : 전주MBC/전북도민일보/(주)프레시안 전북취재본부,2026-03-26 10:00 ~ 2026-03-27 20:10,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18020&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=4,출처: 중앙선거여론조사심의위원회,18020,"{'region': {'level': 'municipality', 'metro': '전북특별자치도', 'metroKey': 'jeonbuk', 'municipality': '완주군'}, 'electionTypes': ['governor', 'mayor', 'superintendent'], 'hasPartySupport': True, 'isRegularSurvey': False}",jeonbuk,완주군,governor,"['governor', 'mayor', 'superintendent']"
15893,"전북특별자치도 전주시    광역단체장선거 기초단체장선거 교육감선거 정당지지도, 지역 현안 조사",(주)코리아리서치인터내셔널,방송사/시·도단위 신문/전국단위 신문 : 전주MBC/전북도민일보/(주)프레시안 전북취재본부,2026-03-26 10:00 ~ 2026-03-27 20:10,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18019&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=4,출처: 중앙선거여론조사심의위원회,18019,"{'region': {'level': 'municipality', 'metro': '전북특별자치도', 'metroKey': 'jeonbuk', 'municipality': '전주시'}, 'electionTypes': ['governor', 'mayor', 'superintendent'], 'hasPartySupport': True, 'isRegularSurvey': False}",jeonbuk,전주시,governor,"['governor', 'mayor', 'superintendent']"
15891,서울특별시 전체    광역단체장선거 정당지지도,(주)여론조사꽃,조사기관 자체 : (주)여론조사꽃,2026-03-30 14:00 ~ 2026-03-31 22:00,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18017&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=4,출처: 중앙선거여론조사심의위원회,18017,"{'region': {'level': 'metro', 'metro': '서울특별시', 'metroKey': 'seoul', 'municipality': None}, 'electionTypes': ['governor'], 'hasPartySupport': True, 'isRegularSurvey': False}",seoul,,governor,['governor']
15890,전국   대통령선거 정당지지도 국정현안 등,(주)코리아정보리서치,전국단위 신문 : 천지일보,2026-03-30 13:00 ~ 2026-03-31 21:00,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18016&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=4,출처: 중앙선거여론조사심의위원회,18016,"{'region': {'level': 'national', 'metro': None, 'metroKey': None, 'municipality': None}, 'electionTypes': ['party_support'], 'hasPartySupport': True, 'isRegularSurvey': False}",,,party_support,['party_support']
15889,경기도 부천시    기초단체장선거 광역단체장선거 정당지지도,미디어토마토,시·도단위 신문 : 뉴스토마토,2026-03-30 12:02 ~ 2026-03-31 21:10,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18013&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=4,출처: 중앙선거여론조사심의위원회,18013,"{'region': {'level': 'municipality', 'metro': '경기도', 'metroKey': 'gyeonggi', 'municipality': '부천시'}, 'electionTypes': ['governor', 'mayor'], 'hasPartySupport': True, 'isRegularSurvey': False}",gyeonggi,부천시,governor,"['governor', 'mayor']"
15887,전라남도 영암군    기초단체장선거 정당지지도,(주)코리아정보리서치,인터넷언론 : 케이저널,2026-03-31 14:00,전체,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18014&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=4,출처: 중앙선거여론조사심의위원회,18014,"{'region': {'level': 'municipality', 'metro': '전라남도', 'metroKey': 'jeonnamgwangju', 'municipality': '영암군'}, 'electionTypes': ['mayor'], 'hasPartySupport': True, 'isRegularSurvey': False}",jeonnamgwangju,영암군,mayor,['mayor']
