name	regionKey	electionType	districtName	expectedMinCount	expectedMaxCount	expectedChartMode	expectedChartType	expectedMunicipalityCountMin	expectedFirstMunicipality	expectedHeaderIncludes	expectedFirstTitleIncludes	expectedDatasetLabels	expectedDatasetCountMin	note
starter-jeonbuk-governor	jeonbuk	governor		1		trend	line			전북,광역단체장	광역단체장선거		2	여론조사 QA 추천 배치용 스타터. 전북 광역단체장 라인차트 확인
